日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB正数等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-01-07,=1305.4900,=1315.8100,=2623205951841.0103,=1105266445303,=855322671003.0400,=6.9693,=0.6152,=7.4442,=6.0869,=5.7957
2022-01-06,=1320.9300,=1331.3700,=2649992731821.2700,=1119519879598,=865201112054.4601,=7.0310,=0.6282,=7.4442,=6.0868,=5.7957
2022-01-05,=1333.3300,=1343.8700,=2674600981617.3403,=1129339416966,=873029433913.6602,=7.0891,=0.6441,=7.4442,=6.0868,=5.7957
2022-01-04,=1364.9900,=1375.7800,=2728932690880.8101,=1155182081880,=892502410774.7504,=7.2105,=0.6799,=7.4442,=6.0832,=5.7957
2021-12-31,=1398.1900,=1409.2400,=2785466865113.7212,=1172273939988,=913870918895.4500,=7.3029,=0.7131,=7.4461,=6.0797,=5.7950
2021-12-30,=1375.5600,=1386.4300,=2746401267813.9502,=1151846917469,=898498191182.5895,=7.2178,=0.6838,=7.4461,=6.0786,=5.7950
2021-12-29,=1356.2100,=1366.9300,=2711278143622.5601,=1127057373770,=886108896689.9800,=7.1212,=0.6514,=7.4461,=6.0774,=5.7950
2021-12-28,=1369.6200,=1380.4400,=2737683950924.5000,=1138506021090,=895174319121.7103,=7.1727,=0.6676,=7.4461,=6.0742,=5.7950
2021-12-27,=1355.6400,=1366.3500,=2710780449736.1504,=1127098157321,=886361763148.5400,=7.1216,=0.6552,=7.4461,=6.0710,=5.7950
2021-12-24,=1358.7300,=1369.4700,=2720234205931.7100,=1126551565000,=887790040627.1101,=7.1238,=0.6571,=7.4501,=6.0703,=5.7928
2021-12-23,=1375.9700,=1386.8400,=2750361707108.9102,=1139571842783,=898779539512.3499,=7.2005,=0.6792,=7.4501,=6.0695,=5.7928
2021-12-22,=1375.0300,=1385.9000,=2755210853070.4204,=1139495219227,=898734189948.6801,=7.2684,=0.7043,=7.4501,=6.0692,=5.7928
2021-12-21,=1374.6500,=1385.5100,=2754845677655.7598,=1138153034547,=898639060113.0201,=7.2497,=0.7006,=7.4501,=6.0690,=5.7928
2021-12-20,=1363.9600,=1374.7300,=2731532650089.5000,=1126593759391,=891210735802.3699,=7.1919,=0.6793,=7.4501,=6.0637,=5.7928
2021-12-17,=1399.0600,=1410.1100,=2796405243296.5000,=1156553725219,=914408979102.4200,=7.3265,=0.7193,=7.4535,=6.0583,=5.7883
2021-12-16,=1425.9300,=1437.2000,=2844674002182.9902,=1179146765292,=931859991797.8600,=7.4661,=0.8094,=7.4535,=6.0562,=5.7883
2021-12-15,=1424.9000,=1436.1600,=2843673704063.9800,=1162110230506,=931077403936.0204,=7.4582,=0.8059,=7.4501,=6.0540,=5.7883
2021-12-14,=1439.4700,=1450.8400,=2870169993066.2397,=1172515463143,=940629447037.3898,=7.5291,=0.8348,=7.4461,=6.0526,=5.7883
2021-12-13,=1445.7100,=1457.1300,=2881434285893,=1176600945337,=945395826070.0900,=7.5168,=0.8284,=7.4442,=6.0512,=5.7883
2021-12-10,=1435.7000,=1447.0500,=2689702308005.9702,=1152334127614,=918305736306.8602,=7.3100,=0.7240,=7.4442,=6.0506,=5.7882
2021-12-09,=1434.5200,=1445.8600,=2673188520146.0996,=1143621277257,=911734149922.1896,=7.3090,=0.7232,=7.4442,=6.0499,=5.7882
2021-12-08,=1415.3700,=1426.5600,=2628021713737.1602,=1127435065034,=899080968250.7802,=7.1930,=0.6955,=7.4442,=6.0485,=5.7882
2021-12-07,=1389.4400,=1400.4200,=2583218897444.0698,=1106445453552,=882376854820.7100,=7.0782,=0.6737,=7.4442,=6.0472,=5.7882
2021-12-06,=1405.7700,=1416.8800,=2602198500305.5503,=1113735845369,=889353392223.7198,=7.1261,=0.6817,=7.4442,=6.0459,=5.7882
2021-12-03,=1444.8300,=1456.2500,=2667847557966.2598,=1132860211724,=911984058365.1300,=7.3109,=0.7229,=7.4461,=6.0446,=5.7859
2021-12-02,=1429.5000,=1440.7400,=2637473033875.5400,=1119187460830,=900801701589.0200,=7.2189,=0.6979,=7.4461,=6.0423,=5.7859
2021-12-01,=1456.4800,=1467.9400,=2687388537597.6997,=1143729797454,=918871825982.3101,=7.3595,=0.7394,=7.4461,=6.0401,=5.7859
2021-11-30,=1475.7100,=1487.3200,=2721062934318.2490,=1161097360291,=931881669954.1200,=7.4383,=0.7872,=7.4461,=6.0378,=5.7859
2021-11-29,=1471.2300,=1482.8000,=2708881140357.1401,=1155676880567,=928954740464.9902,=7.4089,=0.7835,=7.4461,=6.0356,=5.7859
2021-11-26,=1459.9300,=1471.4100,=2698394899291.9097,=1149369272292,=921710263934.5500,=7.4087,=0.7829,=7.4501,=6.0354,=5.7818
2021-11-25,=1468.0700,=1479.6200,=2715712183121.7197,=1155046752261,=926260367960.6500,=7.4619,=0.8067,=7.4501,=6.0352,=5.7818
2021-11-24,=1472.2200,=1483.8000,=2719381995925.5811,=1158059115512,=928854864691.6700,=7.4442,=0.7969,=7.4461,=6.0340,=5.7818
2021-11-23,=1476.2500,=1487.8600,=2728296264829.5811,=1141722696720,=931707249863.2400,=7.3995,=0.7778,=7.4461,=6.0328,=5.7818
2021-11-22,=1479.9900,=1491.6300,=2733004182971.4995,=1145614656975,=935247804099.1396,=7.3710,=0.7585,=7.4461,=6.0327,=5.7818
2021-11-19,=1444.7800,=1456.1500,=2676716290145.2798,=1122371951055,=915315424838.8000,=7.2484,=0.7298,=7.4501,=6.0326,=5.7817
2021-11-18,=1423.9700,=1435.1700,=2637823200029.5698,=1102942241268,=899726451761.2301,=7.1538,=0.7072,=7.4501,=6.0320,=5.7817
2021-11-17,=1436.1600,=1447.4500,=2662383773370.8096,=1110838619382,=906587061115.9702,=7.2334,=0.7250,=7.4501,=6.0314,=5.7817
2021-11-16,=1421.2700,=1432.4500,=2635205479243.1001,=1097278558083,=896393642596.9199,=7.1777,=0.7147,=7.4501,=6.0282,=5.7817
2021-11-15,=1432.6000,=1443.8700,=2659229174560.6899,=1106687863741,=904483407465.1600,=7.2370,=0.7264,=7.4501,=6.0249,=5.7817
2021-11-12,=1440.1600,=1451.4800,=2660949872017.9102,=1110186175146,=907295898186.3400,=7.1904,=0.7192,=7.4535,=6.0236,=5.7814
2021-11-11,=1437.1500,=1448.4500,=2662185044182.1704,=1105598857017,=859892408867.1101,=7.1708,=0.7184,=7.4535,=6.0222,=5.7814
2021-11-10,=1420.4500,=1431.6200,=2639921592666.4497,=1093603291955,=849779557647.6801,=7.0853,=0.7175,=7.4535,=6.0220,=5.7814
2021-11-09,=1420.5100,=1431.6800,=2633973363800.1602,=1094802731843,=850285624626.5699,=7.0574,=0.7134,=7.4535,=6.0218,=5.7814
2021-11-08,=1400.8000,=1411.8100,=2593550553735.5195,=1082065131608,=840307279887.9399,=6.9494,=0.6965,=7.4535,=6.0208,=5.7814
2021-11-05,=1396.7400,=1407.7200,=2604352244317.2900,=1080915537706,=839020148592.5901,=7.0385,=0.7115,=7.4728,=6.0197,=5.7776
2021-11-04,=1410.7400,=1421.8400,=2624172507297.2202,=1090307517171,=846437662680.4500,=7.0831,=0.7138,=7.4728,=6.0178,=5.7776
2021-11-03,=1399.5500,=1410.5600,=2599860478129.1104,=1081114144778,=839003937659.7599,=7.0089,=0.7097,=7.4728,=6.0159,=5.7776
2021-11-02,=1405.6400,=1416.6900,=2602540022360.9600,=1087762152405,=843565326963.3601,=6.9862,=0.7055,=7.4728,=6.0143,=5.7776
2021-11-01,=1404.2100,=1415.2500,=2598602921657.6211,=1085993279073,=843544156608.4901,=7.0046,=0.7078,=7.4728,=6.0128,=5.7776
2021-10-29,=1396.2000,=1407.1800,=2592600171984.9902,=1085679821372,=786489080975.6699,=6.9459,=0.7068,=7.5013,=6.0116,=5.7746
2021-10-28,=1356.3700,=1367.0400,=2519241912873.0498,=1027267789659,=732098608996.8098,=6.8538,=0.7059,=7.5013,=6.0104,=5.7746
2021-10-27,=1361.8200,=1372.5300,=2529188920493.4102,=1029315421138,=732714981137.4601,=7.0269,=0.7082,=7.5013,=6.0053,=5.7746
2021-10-26,=1376.1300,=1386.9500,=2571030626188.9600,=1032685489079,=737887185078.0901,=7.2296,=0.7105,=7.5013,=6.0001,=5.7746
2021-10-25,=1380.3100,=1391.1600,=2577675242181.3198,=1034218638024,=734894383150.7102,=7.3283,=0.7294,=7.5013,=5.9962,=5.7746
2021-10-22,=1368.1400,=1378.9000,=2561628608833.1011,=1023032486683,=726350243609.8402,=7.3498,=0.7351,=7.5030,=5.9923,=5.7731
2021-10-21,=1362.4000,=1373.1200,=2539932550161.0400,=1018587636486,=723719159843.7201,=7.3620,=0.7409,=7.5030,=5.9905,=5.7731
2021-10-20,=1373.5900,=1384.4000,=2568020631192.3398,=1027820965298,=730471752570.5898,=7.3880,=0.7533,=7.5030,=5.9886,=5.7731
2021-10-19,=1366.7900,=1377.5400,=2558927902757.4097,=1021365740146,=724645931203.1301,=7.4440,=0.7793,=7.5030,=5.9879,=5.7731
2021-10-18,=1352.5700,=1363.2100,=2534588363931.2700,=1010091165009,=717469279242.1903,=7.3710,=0.7483,=7.5030,=5.9872,=5.7731
2021-10-15,=1363.1600,=1373.8800,=2553454924880.1396,=1012600198520,=720864285253.3597,=7.4245,=0.7744,=7.5074,=5.9859,=5.7728
2021-10-14,=1347.2700,=1357.8600,=2530933245559.3799,=1004415316232,=713206452179.4598,=7.4066,=0.7736,=7.5074,=5.9847,=5.7728
2021-10-13,=1344.7600,=1355.3400,=2531462879984.3901,=1000309068071,=711296199193.8301,=7.3950,=0.7661,=7.5074,=5.9840,=5.7728
2021-10-12,=1319.3900,=1329.7700,=2489597718758.9302,=979519465860,=694867499091.1801,=7.2816,=0.7415,=7.5074,=5.9834,=5.7728
2021-10-11,=1349.7700,=1360.3900,=2534984883506.0596,=1000070161205,=709293133549.6599,=7.4040,=0.7713,=7.5074,=5.9833,=5.7728
2021-10-08,=1364.4600,=1375.1900,=2560405268887.1802,=1009056039133,=717203440175.1998,=7.4728,=0.7877,=7.5125,=5.9832,=5.7718
2021-09-30,=1368.7200,=1379.4800,=2563167234462.4902,=1013039202417,=720408185155.0302,=7.4433,=0.7766,=7.5125,=5.9830,=5.7718
2021-09-29,=1345.7700,=1356.3500,=2533371570540.2500,=996699279726,=707863851422.1099,=7.3772,=0.7655,=7.5125,=5.9829,=5.7718
2021-09-28,=1354.1000,=1364.7500,=2537913174757.0796,=999984330657,=711301517489.6700,=7.4535,=0.7855,=7.5125,=5.9820,=5.7718
2021-09-27,=1368.6900,=1379.4500,=2566920937609.0503,=1013295390280,=720621201111.5701,=7.5125,=0.7986,=7.5125,=5.9811,=5.7718
2021-09-24,=1375,=1385.8100,=2566548613775.5298,=1016590610354,=725410575709.5900,=7.5398,=0.8118,=7.5180,=5.9784,=5.7692
2021-09-23,=1363.7900,=1374.5100,=2552261731776.9502,=1006725739671,=718139370755.8499,=7.5305,=0.8112,=7.5074,=5.9758,=5.7692
2021-09-22,=1355.2800,=1365.9400,=2535594914187.8501,=999307663623,=712666300390.9100,=7.5013,=0.7965,=7.5030,=5.9739,=5.7692
2021-09-17,=1349.6800,=1360.3000,=2537333215314.8701,=984626705435,=709081251364.2002,=7.5030,=0.7993,=7.5030,=5.9720,=5.7692
2021-09-16,=1351.4300,=1362.0500,=2536165626613.7905,=985942588549,=710269322558.3900,=7.5074,=0.8021,=7.4501,=5.9715,=5.7692
2021-09-15,=1384.5200,=1395.4100,=2594963333550.5801,=1011818613996,=729034373805.4200,=7.6702,=0.8227,=7.4501,=5.9710,=5.7629
2021-09-14,=1396.6700,=1407.6500,=2619176657625.8701,=1020712437290,=734095922666.3900,=7.7463,=0.8363,=7.4461,=5.9703,=5.7629
2021-09-13,=1384.4300,=1395.3200,=2615686461935.7197,=1015869954394,=727819484475.2299,=7.7585,=0.8393,=7.4006,=5.9697,=5.7629
2021-09-10,=1426.8100,=1438.0300,=2547200094499.4902,=1054734744317,=733286370920.9100,=7.3904,=0.7993,=7.3904,=5.9694,=5.7629
2021-09-09,=1402.1900,=1413.2200,=2505116380713.3804,=1039263791388,=721204037946.1299,=7.3274,=0.7878,=7.3793,=5.9691,=5.7629
2021-09-08,=1412.7200,=1423.8300,=2530468807668.3999,=1049344548840,=726535892065.9701,=7.4006,=0.8014,=7.4006,=5.9587,=5.7579
2021-09-07,=1438.5700,=1449.8800,=2566481199580.3398,=1068720577907,=742206263095.3101,=7.4461,=0.8043,=7.3793,=5.9483,=5.7579
2021-09-06,=1439,=1450.3100,=2568192703120.0601,=1068038600605,=741918690827.8400,=7.4501,=0.8073,=7.3525,=5.9478,=5.7579
2021-09-03,=1400.8900,=1411.9100,=2512418493049.7300,=1045353465654,=723527001033.6101,=7.3085,=0.7956,=7.3343,=5.9473,=5.7579
2021-09-02,=1399.4800,=1410.4900,=2497679051900.9199,=1042346968637,=723513293322.2198,=7.2637,=0.7949,=7.3343,=5.9470,=5.7579
2021-09-01,=1424.6600,=1435.8700,=2532410765512.4604,=1054114214228,=734110117815.0502,=7.3343,=0.7978,=7.3525,=5.9467,=5.7499
2021-08-31,=1441.1700,=1452.5100,=2551319465519.1699,=1066797672965,=743824223208.9500,=7.3525,=0.8007,=7.3525,=5.9456,=5.7499
2021-08-30,=1471.4500,=1483.0300,=2614019144530.3101,=1093191148343,=748279908818.5798,=7.5180,=0.8074,=7.2333,=5.9446,=5.7499
2021-08-27,=1480.3100,=1491.9600,=2617386679840.3901,=1074801241202,=741676041849.1300,=7.5970,=0.8141,=6.5268,=5.9436,=5.7499
2021-08-26,=1497.3400,=1509.1100,=2645527127716.3403,=1084421618526,=746617930496.3899,=7.6660,=0.8209,=6.4827,=5.9426,=5.7499
2021-08-25,=1542.7800,=1554.9100,=2715647300189.3203,=1115942574571,=765074554404.2501,=7.8546,=0.8502,=6.4827,=5.9413,=5.7478
2021-08-24,=1578.0300,=1590.3900,=2754601739377.0801,=1137683818954,=754798180397.8800,=7.9277,=0.8835,=6.4346,=5.9401,=5.7478
2021-08-23,=1564.1100,=1576.3600,=2735504257518.5298,=1130020543575,=748221595296.1599,=7.9056,=0.8717,=6.4271,=5.9391,=5.7478
2021-08-20,=1529.0900,=1541.0600,=2672885589946.5801,=1100411169812,=730981990544.3602,=7.7404,=0.8371,=6.4252,=5.9381,=5.7478
2021-08-19,=1546.1100,=1558.2200,=2710315661718.0703,=1115729527661,=739581577379.9698,=7.8552,=0.8593,=6.4163,=5.9373,=5.7478
2021-08-18,=1507.9900,=1519.8000,=2653030130031.1699,=1090134779304,=721033054563.0499,=7.7416,=0.8435,=6.4163,=5.9365,=5.7415
2021-08-17,=1509.2500,=1521.0700,=2649298953158.7002,=1077297101771,=713793485540.8101,=7.7638,=0.8467,=6.4064,=5.9354,=5.7415
2021-08-16,=1547.9300,=1560.0600,=2728166464071.6401,=1106439688816,=729788865124.4298,=7.9824,=0.9154,=6.4010,=5.9343,=5.7415
2021-08-13,=1552.7800,=1564.9400,=2730121704931.8101,=1110490365864,=731955692972.0901,=7.9540,=0.8958,=6.3869,=5.9333,=5.7415
2021-08-12,=1586.5000,=1598.9300,=2815617596272.1812,=1114152089393,=747090263231.3600,=8.1082,=0.9767,=6.3851,=5.9323,=5.7415
2021-08-11,=1578.7900,=1591.1600,=2803911548536.8398,=1094119076671,=743245612205.5898,=8.0583,=0.9416,=6.3851,=5.9322,=5.7388
2021-08-10,=1588.1900,=1600.6300,=2834299703391.4600,=1100206379470,=747012318242.2100,=8.0624,=0.9531,=6.3592,=5.9320,=5.7388
2021-08-09,=1574.4400,=1586.7700,=2816546300769.9897,=1087914083838,=740460181183.3000,=7.9684,=0.9098,=6.3553,=5.9303,=5.7388
2021-08-06,=1586.6700,=1599.1000,=2855416785125.7500,=1093402091913,=744204510940.7202,=8.0011,=0.9370,=6.3529,=5.9287,=5.7388
2021-08-05,=1604.8100,=1617.3800,=2890492279231.5303,=1104268033146,=752551297799.6802,=8.0908,=0.9684,=6.3500,=5.9282,=5.7388
2021-08-04,=1605.8900,=1618.4700,=2869022749651.3389,=1098939509263,=752973587115.6998,=8.0751,=0.9643,=6.3500,=5.9277,=5.7288
2021-08-03,=1564.1900,=1576.4400,=2806367122505.7798,=1069040076298,=733238412359.7898,=7.9088,=0.9044,=6.3316,=5.9237,=5.7288
2021-08-02,=1599.4700,=1612,=2870966970983.5596,=1095933827495,=750209795553.8900,=8.0464,=0.9480,=6.3156,=5.9198,=5.7288
2021-07-30,=1591.2200,=1603.6800,=2854061882360.8101,=1087042214675,=744838439580.8800,=7.9729,=0.9317,=6.3054,=5.9183,=5.7288
2021-07-29,=1588.4700,=1600.9100,=2830261966638.8101,=1084054044159,=740599684048.8701,=7.9779,=0.9355,=6.2661,=5.9169,=5.7288
2021-07-28,=1518.7000,=1530.5600,=2705484876793.1401,=1035043826639,=708072457839.9700,=7.7011,=0.8907,=6.2661,=5.9169,=5.7285
2021-07-27,=1545.2900,=1557.3500,=2759330320077.6304,=1059052959862,=720842664677.3099,=7.9368,=0.9309,=6.2612,=5.9169,=5.7285
2021-07-26,=1556.9800,=1569.0600,=2740821525675.7202,=1062949016468,=726639041777.6798,=7.9816,=0.9388,=6.2596,=5.9163,=5.7285
2021-07-23,=1563.4900,=1575.6200,=2742985591204.3799,=1064790478105,=729813572940.4200,=7.9967,=0.9467,=6.2463,=5.9158,=5.7285
2021-07-22,=1582.1300,=1594.4100,=2783036825118.1201,=1076473155359,=738183275565.4600,=8.1029,=0.9753,=6.2367,=5.9135,=5.7285
2021-07-21,=1565.6400,=1577.7900,=2757294844344.5298,=1025569932128,=730331992763.5400,=8.1129,=0.9793,=6.2367,=5.9112,=5.7282
2021-07-20,=1522.6300,=1534.4400,=2690074549104.7798,=998626643322,=710250136628.1299,=7.9208,=0.9378,=6.2189,=5.9102,=5.7282
2021-07-19,=1514.1800,=1525.9300,=2683012541293.2603,=969108002887,=706247498431.0598,=7.8892,=0.9333,=6.2076,=5.9093,=5.7282
2021-07-16,=1525.2300,=1537.0700,=2717225147133.5811,=955275790329,=711422774243.7999,=7.9696,=0.9498,=6.2046,=5.9068,=5.7282
2021-07-15,=1560.7000,=1572.7500,=2775343764969.6602,=931456909772,=727692753119.3898,=8.0586,=0.9622,=6.1920,=5.9044,=5.7282
2021-07-14,=1556.7200,=1567.6700,=2786346529895.8101,=901911449159,=725539137335.4698,=8.0597,=0.9662,=6.1920,=5.9026,=5.7275
2021-07-13,=1590.9800,=1602.1700,=2826974544036.9204,=921872466666,=741890742087.9202,=8.2150,=0.9915,=6.1908,=5.9008,=5.7275
2021-07-12,=1601.6100,=1612.7600,=2857029354824.9302,=926406705806,=746681277056.2599,=8.2706,=1,=6.1600,=5.9006,=5.7275
2021-07-09,=1583.7100,=1594.7400,=2838462281390.3398,=918983535905,=738497382929.9799,=8.1902,=0.9957,=6.1559,=5.9003,=5.7275
2021-07-08,=1610.7700,=1621.9900,=2877428129668.0898,=936918474215,=751580414669.7401,=8.2198,=1,=6.1525,=5.8982,=5.7275
2021-07-07,=1570.0300,=1580.9600,=2827256911407.7012,=913436985091,=732195931661.1201,=8.0732,=0.9871,=6.1525,=5.8961,=5.7261
2021-07-06,=1532.7900,=1543.4700,=2764825943025.5200,=890915308707,=715082215087.0399,=7.8942,=0.9697,=6.1520,=5.8960,=5.7261
2021-07-05,=1575.8900,=1586.8700,=2844596933335.1699,=914130773469,=734699113194.2400,=8.0582,=0.9870,=6.1290,=5.8959,=5.7261
2021-07-02,=1538.1600,=1548.8700,=2777647202407.4302,=895556968996,=717470365652.6000,=7.8738,=0.9738,=6.1262,=5.8951,=5.7261
2021-07-01,=1579.8000,=1590.8100,=2867994890534.5498,=920818010254,=737410846510.6200,=7.9936,=0.9868,=6.1172,=5.8943,=5.7261
2021-06-30,=1588.2200,=1599.2800,=2889133208428.3799,=916416558998,=741109836962.8300,=8.0928,=0.9956,=6.1172,=5.8923,=5.7254
2021-06-29,=1562.0800,=1572.9600,=2826313906790.4600,=902289182040,=729124760078.2200,=8.0825,=0.9956,=6.1042,=5.8904,=5.7254
2021-06-28,=1562.9800,=1573.6800,=2829507459775.3604,=902531764992,=729598285692.0898,=8.1428,=1,=6.0985,=5.8891,=5.7254
2021-06-25,=1534.8500,=1545.3600,=2790733471151.2803,=885920602256,=716723433510.3298,=7.9348,=1,=6.0960,=5.8878,=5.7254
2021-06-24,=1504.8100,=1514.8400,=2728630494874.4902,=867444080970,=702515516876.2799,=7.8117,=0.9865,=6.0869,=5.8863,=5.7254
2021-06-23,=1534.3000,=1544.5200,=2774698885128.9307,=882516206843,=715842187737.4601,=7.9226,=1,=6.0869,=5.8849,=5.7227
2021-06-22,=1523.3600,=1533.5100,=2728771229204.0400,=880372646267,=711983285688.6300,=7.8216,=0.9955,=6.0868,=5.8841,=5.7227
2021-06-21,=1528.1300,=1538.0900,=2739690560936.9097,=883283642369,=713961424439.0601,=7.8544,=1,=6.0797,=5.8834,=5.7227
2021-06-18,=1494.7000,=1504.4400,=2690438978990.2104,=859034270878,=697734042718.5802,=7.6612,=1,=6.0774,=5.8821,=5.7227
2021-06-17,=1473.5100,=1483.0700,=2663037186226.2803,=847724276292,=688122136626.1901,=7.5251,=1,=6.0710,=5.8809,=5.7227
2021-06-16,=1406.4700,=1415.3800,=2540744595253.5400,=810333753601,=656905171731.3699,=7.2333,=0.9954,=6.0710,=5.8807,=5.7195
2021-06-15,=1448.2000,=1457.3800,=2598248613902.3999,=834478262227,=676980219292.9700,=7.3793,=1,=6.0695,=5.8805,=5.7195
2021-06-11,=1436.2800,=1445.3800,=2285456972448.3398,=812136661826,=653511307054.5300,=6.3851,=0.9581,=6.0690,=5.8801,=5.7195
2021-06-10,=1450.4000,=1459.0600,=2300362726365.8901,=816138819120,=658372197701.7898,=6.4827,=0.9953,=6.0583,=5.8796,=5.7195
2021-06-09,=1427.3200,=1435.8000,=2264059097335.4502,=786477670749,=648926114462.1399,=6.3316,=0.9437,=6.0540,=5.8787,=5.7195
2021-06-08,=1419.0800,=1427.4800,=2246584846332.1904,=778370487602,=643674742204.5200,=6.3529,=0.9528,=6.0540,=5.8777,=5.7125
2021-06-07,=1433.5700,=1442.0400,=2265637551767.0703,=782992966284,=647863248445.8801,=6.4271,=0.9905,=6.0512,=5.8737,=5.7125
2021-06-04,=1431.5200,=1439.9700,=2258943598597.7002,=780903956874,=646240165893.7200,=6.4064,=0.9810,=6.0499,=5.8698,=5.7125
2021-06-03,=1414.5300,=1422.8100,=2246173286149.5303,=774681300176,=640257051466.9303,=6.3592,=0.9713,=6.0472,=5.8688,=5.7125
2021-06-02,=1426.8500,=1435.1900,=2269840183924.3105,=781838825855,=646089298708.7800,=6.4252,=0.9904,=6.0446,=5.8678,=5.7125
2021-06-01,=1460.5400,=1469.0800,=2332559364386.8398,=801086121149,=661597881325.6801,=6.5268,=1,=6.0446,=5.8677,=5.7102
2021-05-31,=1442.6700,=1450.9600,=2298040158170.4497,=790641857859,=653613529351.8099,=6.4010,=0.9903,=6.0401,=5.8675,=5.7102
2021-05-28,=1386.0400,=1394,=2214219011597.5303,=757271288270,=626169229222.9700,=6.1920,=0.9268,=6.0356,=5.8661,=5.7102
2021-05-27,=1397.7700,=1405.7500,=2247894813257.4204,=767045499084,=632510949986.6200,=6.2189,=0.9412,=6.0352,=5.8646,=5.7102
2021-05-26,=1364.0400,=1371.7600,=2191687455814.7000,=749703910455,=618418996976.5399,=6.1042,=0.8916,=6.0328,=5.8637,=5.7102
2021-05-25,=1370.1200,=1377.8200,=2202520040898.2305,=754456758925,=622186604882.6799,=6.0710,=0.8614,=6.0328,=5.8629,=5.7100
2021-05-24,=1330.8700,=1338.3500,=2141583337270.8501,=731352727388,=603971089362.4998,=5.9710,=0.7015,=6.0326,=5.8628,=5.7100
2021-05-21,=1315.2100,=1322.6000,=2118021958153.4800,=723971134590,=597812717552.5100,=5.9093,=0.6000,=6.0326,=5.8627,=5.7100
2021-05-20,=1329.7900,=1337.2700,=2141692849260.0200,=730659015892,=603729001376.1299,=5.9426,=0.6683,=6.0326,=5.8626,=5.7100
2021-05-19,=1326.1400,=1333.3000,=2138446749259.4905,=727878269274,=601597458631.2400,=5.9320,=0.6414,=6.0326,=5.8624,=5.7100
2021-05-18,=1321.6400,=1328.7700,=2134633519208.6001,=725756010941,=599353978089.4600,=5.9169,=0.6193,=6.0328,=5.8620,=5.7071
2021-05-17,=1328.9200,=1336.0900,=2146290257591.3303,=730651533194,=602964860310.1902,=5.8805,=0.5510,=6.0328,=5.8616,=5.7071
2021-05-14,=1300.5400,=1307.5500,=2105973715999.2300,=713841569511,=589288014997.5300,=5.8001,=0.3795,=6.0328,=5.8612,=5.7071
2021-05-13,=1275.4800,=1282.3600,=2074589304832.8799,=699160293488,=573845147095.3700,=5.7261,=0.2371,=6.0328,=5.8616,=5.7071
2021-05-12,=1270.9100,=1277.7700,=2070760560081.1201,=698880814724,=573372939534.8000,=5.7285,=0.2487,=6.0328,=5.8620,=5.7071
2021-05-11,=1258.1100,=1264.9000,=2038699060282.9500,=690791727520,=567007203896.2300,=5.6970,=0.1927,=6.0352,=5.8624,=5.7027
2021-05-10,=1254.4900,=1261.2500,=2032359182991.9199,=688563785493,=565559285604.1801,=5.6634,=0.1623,=6.0352,=5.8626,=5.7071
2021-05-07,=1263.9000,=1270.7100,=2043982415799.8401,=694944178079,=570313831415.2899,=5.7254,=0.2263,=6.0352,=5.8627,=5.7100
2021-05-06,=1310.1300,=1317.1900,=2113770367003.2900,=722570852516,=592259011634.3600,=5.8026,=0.3704,=6.0352,=5.8628,=5.7100
2021-04-30,=1322.2400,=1329.2800,=2139535284430.9504,=732262578682,=598751878061.4000,=5.8107,=0.3830,=6.0352,=5.8629,=5.7100
2021-04-29,=1324.0500,=1331,=2130554430352.0701,=726244045118,=579400714195.8000,=5.8698,=0.5187,=6.0356,=5.8637,=5.7071
2021-04-28,=1324.2400,=1331.1800,=2133759607507.3401,=725702867437,=572899797897.4700,=5.9169,=0.6022,=6.0356,=5.8629,=5.7071
2021-04-27,=1311.9100,=1318.8000,=2116251853455.1001,=717997680952,=562946106112.8201,=5.9381,=0.6378,=6.0356,=5.8628,=5.7071
2021-04-26,=1314.9100,=1321.8100,=2114999263994.2300,=718272897613,=550038250429.8101,=6.0001,=0.7337,=6.0356,=5.8627,=5.7071
2021-04-23,=1311.8300,=1318.6900,=2111875643248.7000,=716861984527,=538827869456.5399,=6.0960,=0.8743,=6.0356,=5.8626,=5.7071
2021-04-22,=1305.1800,=1312.0100,=2105867882845.8401,=713540806299,=536201830214.1001,=6.1262,=0.8901,=6.0356,=5.8624,=5.7027
2021-04-21,=1286.8600,=1293.5900,=2075902903901.8804,=701832412348,=529807795207.3400,=6.0985,=0.8840,=6.0352,=5.8620,=5.7027
2021-04-20,=1290.5000,=1297.2500,=2084287142463.3401,=703605138173,=530516628298.9100,=6.1525,=0.9056,=6.0328,=5.8616,=5.7027
2021-04-19,=1299.0100,=1305.8000,=2098004467255.0601,=693144777017,=523168213814.4601,=6.1908,=0.9218,=6.0326,=5.8612,=5.7027
2021-04-16,=1274.7000,=1281.3000,=2057964969913.4800,=679547327859,=512665648059.9299,=6.0540,=0.8539,=6.0314,=5.8607,=5.7027
2021-04-15,=1264.1600,=1270.7000,=2050759916546.1499,=673286015499,=505665143143.4299,=5.9834,=0.7345,=6.0314,=5.8600,=5.6788
2021-04-14,=1254.7100,=1261.2100,=2041441759158.5095,=670068428083,=502097757033.7099,=5.9720,=0.7102,=6.0314,=5.8594,=5.6788
2021-04-13,=1241.4000,=1247.8300,=2022794399842.9700,=664117132847,=496772725971.8000,=5.8878,=0.5829,=6.0314,=5.8551,=5.6788
