日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-02-24,=22894.6900,=28343.4100,=6821491788843.8213,=6072396198290,=2936818418709.4404,=3.8974,=0.6899,=4.2630,=3.4075,=3.0291
2022-02-23,=23520.1400,=29117.7100,=7031715874572.5801,=6258508284460,=3025683517189.2402,=3.9901,=0.7158,=4.2666,=3.4074,=3.0270
2022-02-22,=23541.6200,=29144.3000,=7017190424364.9004,=6228798278099,=3016519710175.1812,=3.9926,=0.7174,=4.2666,=3.4072,=3.0270
2022-02-21,=23991.1100,=29700.7600,=7190521578955.2803,=6391129916929,=3092138635463.5107,=4.0451,=0.7349,=4.2666,=3.4070,=3.0270
2022-02-18,=24010.2300,=29724.4300,=7221649423585.2383,=6425825364069,=3106932038791.5103,=4.0179,=0.7276,=4.2666,=3.4070,=3.0270
2022-02-17,=23868.6200,=29549.1200,=7171995993975.2617,=6377633710268,=3083438210625.9712,=3.9995,=0.7210,=4.2666,=3.4070,=3.0270
2022-02-16,=23886.2900,=29571,=7192321159433.0068,=6394700325191,=3089307031270.0615,=3.9982,=0.7206,=4.2679,=3.4069,=3.0258
2022-02-15,=23870.1700,=29551.0500,=7180352892911.1797,=6388269398216,=3087362501490.3003,=3.9898,=0.7166,=4.2679,=3.4068,=3.0258
2022-02-14,=23683.6200,=29320.0900,=7109607901074.7607,=6319898463806,=3059574574434.4009,=3.9875,=0.7165,=4.2679,=3.4064,=3.0258
2022-02-11,=23600.7200,=29217.4700,=7061254255342.8711,=6266547774265,=3041476430263.5508,=4.0044,=0.7232,=4.2679,=3.4060,=3.0258
2022-02-10,=23775.8100,=29434.2300,=7107426086780.1992,=6303727124077,=3066657827545.3501,=4.0734,=0.7395,=4.2679,=3.4058,=3.0258
2022-02-09,=23624.4100,=29246.8000,=7115834135775.1504,=6317789618434,=3067359001419.3706,=4.0230,=0.7293,=4.2692,=3.4057,=3.0253
